geneEnsembl	Toulouse	Gene_name
ENSG00000198373	WWP2	WWP2
ENSG00000198380	GFPT1	GFPT1
ENSG00000198408	OGA	OGA
ENSG00000198431	TXNRD1	TXNRD1
ENSG00000198488	B3GNT6	B3GNT6
ENSG00000198569	SLC34A3	SLC34A3
ENSG00000198610	AKR1C4	AKR1C4
ENSG00000198646	NCOA6	NCOA6
ENSG00000198650	TAT	TAT
ENSG00000198668	CALM1	CALM1
ENSG00000198682	PAPSS2	PAPSS2
ENSG00000198691	ABCA4	ABCA4
ENSG00000198695	MT-ND6	MT-ND6
ENSG00000198704	GPX6	GPX6
ENSG00000198712	MT-CO2	MT-CO2
ENSG00000198721	ECI2	ECI2
ENSG00000198727	MT-CYB	MT-CYB
ENSG00000198742	SMURF1	SMURF1
ENSG00000198743	SLC5A3	SLC5A3
ENSG00000198754	OXCT2	OXCT2
ENSG00000198756	COLGALT2	COLGALT2
ENSG00000198763	MT-ND2	MT-ND2
ENSG00000198786	MT-ND5	MT-ND5
ENSG00000198804	MT-CO1	MT-CO1
ENSG00000198805	PNP	PNP
ENSG00000198814	GK	GK
ENSG00000198825	INPP5F	INPP5F
ENSG00000198833	UBE2J1	UBE2J1
ENSG00000198840	MT-ND3	MT-ND3
ENSG00000198848	CES1	CES1
ENSG00000198881	ASB12	ASB12
ENSG00000198886	MT-ND4	MT-ND4
ENSG00000198888	MT-ND1	MT-ND1
ENSG00000198899	MT-ATP6	MT-ATP6
ENSG00000198919	DZIP3	DZIP3
ENSG00000198931	APRT	APRT
ENSG00000198938	MT-CO3	MT-CO3
ENSG00000198951	NAGA	NAGA
ENSG00000198959	TGM2	TGM2
ENSG00000198961	PJA2	PJA2
ENSG00000198964	SGMS1	SGMS1
ENSG00000203797	DDO	DDO
ENSG00000203805	PLPP4	PLPP4
ENSG00000203837	PNLIPRP3	PNLIPRP3
ENSG00000203857	HSD3B1	HSD3B1
ENSG00000203859	HSD3B2	HSD3B2
ENSG00000203972	GLYATL3	GLYATL3
ENSG00000204007	GLT6D1	GLT6D1
ENSG00000204084	INPP5B	INPP5B
ENSG00000204099	NEU4	NEU4
ENSG00000204160	ZDHHC18	ZDHHC18
ENSG00000204195	AWAT1	AWAT1
ENSG00000204227	RING1	RING1
ENSG00000204228	HSD17B8	HSD17B8
ENSG00000204308	RNF5	RNF5
ENSG00000204310	AGPAT1	AGPAT1
ENSG00000204370	SDHD	SDHD
ENSG00000204371	EHMT2	EHMT2
ENSG00000204385	SLC44A4	SLC44A4
ENSG00000204386	NEU1	NEU1
ENSG00000204394	VARS1	VARS1
ENSG00000205060	SLC35B4	SLC35B4
ENSG00000205186	FABP9	FABP9
ENSG00000205268	PDE7A	PDE7A
ENSG00000205309	NT5M	NT5M
ENSG00000205560	CPT1B	CPT1B
ENSG00000205669	ACOT6	ACOT6
ENSG00000205678	TECRL	TECRL
ENSG00000205808	PLPP6	PLPP6
ENSG00000205923	CEMP1	CEMP1
ENSG00000206077	ZDHHC11B	ZDHHC11B
ENSG00000206190	ATP10A	ATP10A
ENSG00000206527	HACD2	HACD2
ENSG00000211445	GPX3	GPX3
ENSG00000211448	DIO2	DIO2
ENSG00000211452	DIO1	DIO1
ENSG00000211456	SACM1L	SACM1L
ENSG00000212907	MT-ND4L	MT-ND4L
ENSG00000213024	NUP62	NUP62
ENSG00000213160	KLHL23	KLHL23
ENSG00000213316	LTC4S	LTC4S
ENSG00000213339	QTRT1	QTRT1
ENSG00000213366	GSTM2	GSTM2
ENSG00000213398	LCAT	LCAT
ENSG00000213614	HEXA	HEXA
ENSG00000213619	NDUFS3	NDUFS3
ENSG00000213639	PPP1CB	PPP1CB
ENSG00000213648	SULT1A4	SULT1A4
ENSG00000213689	TREX1	TREX1
ENSG00000213722	DDAH2	DDAH2
ENSG00000213759	UGT2B11	UGT2B11
ENSG00000213760	ATP6V1G2	ATP6V1G2
ENSG00000213920	MDP1	MDP1
ENSG00000213930	GALT	GALT
ENSG00000214013	GANC	GANC
ENSG00000214160	ALG3	ALG3
ENSG00000214357	NEURL1B	NEURL1B
ENSG00000214435	AS3MT	AS3MT
ENSG00000214530	STARD10	STARD10
ENSG00000215009	ACSM4	ACSM4
ENSG00000215218	UBE2QL1	UBE2QL1
ENSG00000215883	CYB5RL	CYB5RL
ENSG00000218823	PAPOLB	PAPOLB
ENSG00000221968	FADS3	FADS3
ENSG00000221988	PPT2	PPT2
ENSG00000223443	USP17L2	USP17L2
ENSG00000223572	CKMT1A	CKMT1A
ENSG00000223802	CERS1	CERS1
ENSG00000224586	GPX5	GPX5
ENSG00000225697	SLC26A6	SLC26A6
ENSG00000226784	PGAM4	PGAM4
ENSG00000227140	USP17L5	USP17L5
ENSG00000227471	AKR1B15	AKR1B15
ENSG00000228253	MT-ATP8	MT-ATP8
ENSG00000228716	DHFR	DHFR
ENSG00000228727	SAPCD1	SAPCD1
ENSG00000228856	USP17L30	USP17L30
ENSG00000229579	USP17L26	USP17L26
ENSG00000229894	GK3P	GK3P
ENSG00000229937	PRPS1L1	PRPS1L1
ENSG00000230430	USP17L25	USP17L25
ENSG00000231051	USP17L28	USP17L28
ENSG00000231637	USP17L29	USP17L29
ENSG00000231852	CYP21A2	CYP21A2
ENSG00000232264	USP17L24	USP17L24
ENSG00000233276	GPX1	GPX1
ENSG00000234906	APOC2	APOC2
ENSG00000235376	RPEL1	RPEL1
ENSG00000235780	USP17L27	USP17L27
ENSG00000235863	B3GALT4	B3GALT4
ENSG00000236334	PPIAL4G	PPIAL4G
ENSG00000237172	B3GNT9	B3GNT9
ENSG00000237289	CKMT1B	CKMT1B
ENSG00000237763	AMY1A	AMY1A
ENSG00000238205	MPC1L	MPC1L
ENSG00000239305	RNF103	RNF103
ENSG00000239672	NME1	NME1
ENSG00000239900	ADSL	ADSL
ENSG00000240038	AMY2B	AMY2B
ENSG00000240303	ACAD11	ACAD11
ENSG00000240344	PPIL3	PPIL3
ENSG00000240583	AQP1	AQP1
ENSG00000240857	RDH14	RDH14
ENSG00000240891	PLCXD2	PLCXD2
ENSG00000240972	MIF	MIF
ENSG00000241119	UGT1A9	UGT1A9
ENSG00000241343	RPL36A	RPL36A
ENSG00000241360	PDXP	PDXP
ENSG00000241404	EGFL8	EGFL8
ENSG00000241468	ATP5MF	ATP5MF
ENSG00000241635	UGT1A1	UGT1A1
ENSG00000241644	INMT	INMT
ENSG00000241837	ATP5PO	ATP5PO
ENSG00000241878	PISD	PISD
ENSG00000241935	HOGA1	HOGA1
ENSG00000241973	PI4KA	PI4KA
ENSG00000242110	AMACR	AMACR
ENSG00000242366	UGT1A8	UGT1A8
ENSG00000242515	UGT1A10	UGT1A10
ENSG00000242612	DECR2	DECR2
ENSG00000243056	EIF4EBP3	EIF4EBP3
ENSG00000243477	NAA80	NAA80
ENSG00000243480	AMY2A	AMY2A
ENSG00000243678	NME2	NME2
ENSG00000243708	PLA2G4B	PLA2G4B
ENSG00000243955	GSTA1	GSTA1
ENSG00000243989	ACY1	ACY1
ENSG00000244038	DDOST	DDOST
ENSG00000244067	GSTA2	GSTA2
ENSG00000244122	UGT1A7	UGT1A7
ENSG00000244474	UGT1A4	UGT1A4
ENSG00000244486	SCARF2	SCARF2
ENSG00000247626	mars-02	MARS2
ENSG00000247746	USP51	USP51
ENSG00000248098	BCKDHA	BCKDHA
ENSG00000248144	ADH1C	ADH1C
ENSG00000248933	USP17L22	USP17L22
ENSG00000249853	HS3ST5	HS3ST5
ENSG00000249948	GBA3	GBA3
ENSG00000250565	ATP6V1E2	ATP6V1E2
ENSG00000250741	NT5C1B-RDH14	NT5C1B-RDH14
ENSG00000250799	PRODH2	PRODH2
ENSG00000251287	ALG1L2	ALG1L2
ENSG00000253710	ALG11	ALG11
ENSG00000254685	FPGT	FPGT
ENSG00000255072	PIGY	PIGY
ENSG00000255730		ENSG00000255730
ENSG00000255974	CYP2A6	CYP2A6
ENSG00000256043	CTSO	CTSO
ENSG00000256269	HMBS	HMBS
ENSG00000256525	POLG2	POLG2
ENSG00000256870	SLC5A8	SLC5A8
ENSG00000257335	MGAM	MGAM
ENSG00000257365	FNTB	FNTB
ENSG00000257594	GALNT4	GALNT4
ENSG00000258429	PDF	PDF
ENSG00000259030	FPGT-TNNI3K	FPGT-TNNI3K
ENSG00000259075	POC1B-GALNT4	POC1B-GALNT4
ENSG00000259431	THTPA	THTPA
ENSG00000259916		AQP7B
ENSG00000261052	SULT1A3	SULT1A3
ENSG00000263353	PPIAL4A	PPIAL4A
ENSG00000265203	RBP3	RBP3
ENSG00000265491	RNF115	RNF115
ENSG00000266200	PNLIPRP2	PNLIPRP2
ENSG00000267855	NDUFA7	NDUFA7
ENSG00000268104	SLC6A14	SLC6A14
ENSG00000271567	PPIAL4E	PPIAL4E
ENSG00000272325	NUDT3	NUDT3
ENSG00000272333	KMT2B	KMT2B
ENSG00000272916		ENSG00000272916
ENSG00000273820	USP27X	USP27X
ENSG00000273841	TAF9	TAF9
ENSG00000274252	GGTLC3	GGTLC3
ENSG00000274588	DGKK	DGKK
ENSG00000275183	LENG9	LENG9
ENSG00000276043	UHRF1	UHRF1
ENSG00000276293	PIP4K2B	PIP4K2B
ENSG00000276380	UBE2NL	UBE2NL
ENSG00000276747	PADI6	PADI6
ENSG00000277161	PIGW	PIGW
ENSG00000277494	GPIHBP1	GPIHBP1
ENSG00000277893	SRD5A2	SRD5A2
ENSG00000278540	ACACA	ACACA
ENSG00000282301	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P
ENSG00000284844		TOMT
ENSG00000285043		ENSG00000285043
ENSG00000285269		ENSG00000285269
ENSG00000288702	UGT1A3	UGT1A3
ENSG00000288705	UGT1A5	UGT1A5
ENSG00000161133	ENSG00000161133	USP41
ENSG00000263464	ENSG00000263464	ENSG00000263464
ENSG00000189366	ENSG00000189366	ALG1L1P
ENSG00000133475	ENSG00000133475	GGT2P
ENSG00000112096	ENSG00000112096	ENSG00000112096
